,id_veronacard,profilo,data_visita,ora_visita,sito_nome,poi
409033,04A9B972743380,vrcard2-48,9/29/2015,10:48:00,Anfiteatro Arena,49
409034,04104FC27B3F81,vrcard2-24,9/29/2015,10:47:00,Anfiteatro Arena,49
409035,0409B1C27B3F81,vrcard2-24,9/29/2015,10:47:00,Anfiteatro Arena,49
409036,04DE05C27B3F84,vrcard2-24,9/29/2015,10:46:00,Anfiteatro Arena,49
409037,04A37AC27B3F80,vrcard2-48,11/6/2015,16:23:00,Anfiteatro Arena,49
409038,04D3D2BA7B3F80,vrcard2-48,9/29/2015,10:45:00,Anfiteatro Arena,49
409039,04D3DEBA7B3F80,vrcard2-48,9/29/2015,10:44:00,Anfiteatro Arena,49
409040,04FD56C27B3F80,vrcard2-24,9/29/2015,10:44:00,Anfiteatro Arena,49
409041,040B63C27B3F81,vrcard2-24,9/29/2015,10:43:00,Anfiteatro Arena,49
409042,040D40C27B3F81,vrcard2-24,9/29/2015,10:43:00,Anfiteatro Arena,49
409043,041F74C27B3F81,vrcard2-24,12/30/2015,13:23:00,Anfiteatro Arena,49
409044,04C4B1BA7B3F80,vrcard2-48,12/28/2015,16:56:00,Anfiteatro Arena,49
409045,0420BCBA7B3F80,vrcard2-24,12/22/2015,13:54:00,Anfiteatro Arena,49
409046,0473D2BA7B3F80,vrcard2-24,12/22/2015,13:54:00,Anfiteatro Arena,49
409047,04AD26C27B3F84,vrcard2-24,11/6/2015,16:20:00,Anfiteatro Arena,49
409048,040CE6C27B3F81,vrcard2-24,9/29/2015,10:31:00,Anfiteatro Arena,49
409049,040170C27B3F81,vrcard2-24,9/29/2015,10:31:00,Anfiteatro Arena,49
409050,047897BA7B3F80,vrcard2-24,12/22/2015,13:54:00,Anfiteatro Arena,49
409051,04CA31BA7B3F80,vrcard2-48,9/28/2015,17:07:00,Anfiteatro Arena,49
409052,04EE0AC27B3F84,vrcard2-24,9/28/2015,17:05:00,Anfiteatro Arena,49
409053,04DD42C27B3F80,vrcard2-24,9/28/2015,17:05:00,Anfiteatro Arena,49
409054,0483B472743380,vrcard2-48,9/28/2015,17:02:00,Anfiteatro Arena,49
409055,04727FBA7B3F80,vrcard2-24,12/22/2015,13:51:00,Anfiteatro Arena,49
409056,04C0D8C27B3F80,vrcard2-24,11/6/2015,15:59:00,Anfiteatro Arena,49
409057,04CD5AC27B3F80,vrcard2-24,11/6/2015,15:59:00,Anfiteatro Arena,49
409058,0423AC72743381,vrcard2-48,9/28/2015,17:02:00,Anfiteatro Arena,49
409059,04B2D1C27B3F80,vrcard2-24,9/28/2015,16:58:00,Anfiteatro Arena,49
409060,04B116C27B3F84,vrcard2-24,9/28/2015,16:58:00,Anfiteatro Arena,49
409061,049904C27B3F84,vrcard2-48,9/28/2015,16:57:00,Anfiteatro Arena,49
409062,04990BC27B3F84,vrcard2-48,9/28/2015,16:57:00,Anfiteatro Arena,49
409063,043BA6BA7B3F80,vrcard2-24,9/28/2015,16:52:00,Anfiteatro Arena,49
409064,043A60BA7B3F80,vrcard2-24,9/28/2015,16:52:00,Anfiteatro Arena,49
409065,0473A9BA7B3F80,vrcard2-24,12/22/2015,13:51:00,Anfiteatro Arena,49
409066,043772BA7B3F80,vrcard2-24,9/28/2015,16:49:00,Anfiteatro Arena,49
409067,0436EFBA7B3F80,vrcard2-24,9/28/2015,16:49:00,Anfiteatro Arena,49
409068,04D754BA7B3F80,vrcard2-48,9/28/2015,16:45:00,Anfiteatro Arena,49
409069,0476ABBA7B3F80,vrcard2-24,9/28/2015,16:45:00,Anfiteatro Arena,49
409070,0468D3BA7B3F80,vrcard2-24,9/28/2015,16:45:00,Anfiteatro Arena,49
409071,04D3E6BA7B3F80,vrcard2-48,9/28/2015,16:45:00,Anfiteatro Arena,49
409072,04B8DBC27B3F80,vrcard2-24,9/28/2015,16:44:00,Anfiteatro Arena,49
409073,04C499BA7B3F80,vrcard2-48,12/28/2015,16:56:00,Anfiteatro Arena,49
409074,047397BA7B3F80,vrcard2-24,12/22/2015,13:51:00,Anfiteatro Arena,49
409075,047390BA7B3F80,vrcard2-24,12/22/2015,13:51:00,Anfiteatro Arena,49
409076,04CCB7C27B3F80,vrcard2-24,11/6/2015,15:38:00,Anfiteatro Arena,49
409077,04CCDEC27B3F80,vrcard2-24,11/6/2015,15:38:00,Anfiteatro Arena,49
409078,0426E2BA7B3F80,vrcard2-24,9/28/2015,16:44:00,Anfiteatro Arena,49
409079,040B6DBA7B3F81,vrcard2-24,9/28/2015,16:35:00,Anfiteatro Arena,49
409080,040B91BA7B3F81,vrcard2-24,9/28/2015,16:35:00,Anfiteatro Arena,49
409081,049190BA7B3F80,vrcard2-48,9/28/2015,16:33:00,Anfiteatro Arena,49
409082,04736DBA7B3F80,vrcard2-24,12/22/2015,13:51:00,Anfiteatro Arena,49
409083,041699BA7B3F80,vrcard2-24,9/28/2015,16:33:00,Anfiteatro Arena,49
409084,041687BA7B3F80,vrcard2-24,9/28/2015,16:33:00,Anfiteatro Arena,49
409085,047316BA7B3F84,vrcard2-24,12/22/2015,13:51:00,Anfiteatro Arena,49
409086,04720ABA7B3F84,vrcard2-24,12/22/2015,13:51:00,Anfiteatro Arena,49
409087,0473F2BA7B3F80,vrcard2-24,12/22/2015,13:51:00,Anfiteatro Arena,49
409088,042EBA72743380,vrcard2-48,9/28/2015,14:52:00,Anfiteatro Arena,49
409089,04F129BA7B3F80,vrcard2-48,9/28/2015,14:52:00,Anfiteatro Arena,49
409090,047BB472743380,vrcard2-48,9/28/2015,14:52:00,Anfiteatro Arena,49
409091,04F034BA7B3F80,vrcard2-48,9/28/2015,14:52:00,Anfiteatro Arena,49
409092,047372BA7B3F80,vrcard2-24,12/22/2015,13:51:00,Anfiteatro Arena,49
409093,04BB79C27B3F80,vrcard2-24,9/28/2015,14:51:00,Anfiteatro Arena,49
409094,040394C27B3F81,vrcard2-24,9/28/2015,14:51:00,Anfiteatro Arena,49
409095,0473A3BA7B3F80,vrcard2-24,12/22/2015,13:51:00,Anfiteatro Arena,49
409096,04D579BA7B3F80,vrcard2-48,11/6/2015,15:02:00,Anfiteatro Arena,49
409097,04D561BA7B3F80,vrcard2-48,11/6/2015,15:02:00,Anfiteatro Arena,49
409098,0422B4C27B3F81,vrcard2-24,12/30/2015,13:23:00,Anfiteatro Arena,49
409099,0426C5BA7B3F80,vrcard2-24,12/29/2015,17:12:00,Anfiteatro Arena,49
409100,04A51EC27B3F84,vrcard2-48,12/28/2015,16:56:00,Anfiteatro Arena,49
409101,047378BA7B3F80,vrcard2-24,12/22/2015,13:51:00,Anfiteatro Arena,49
409102,047322BA7B3F84,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409103,04F9BAC27B3F80,vrcard2-24,9/28/2015,14:39:00,Anfiteatro Arena,49
409104,04F9C5C27B3F80,vrcard2-24,9/28/2015,14:39:00,Anfiteatro Arena,49
409105,04CD17C27B3F80,vrcard2-24,12/5/2015,16:57:00,Anfiteatro Arena,49
409106,0413B7C27B3F81,vrcard2-24,9/28/2015,14:37:00,Anfiteatro Arena,49
409107,04730ABA7B3F84,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409108,04CD28C27B3F80,vrcard2-24,12/5/2015,16:57:00,Anfiteatro Arena,49
409109,04739DBA7B3F80,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409110,04267BBA7B3F80,vrcard2-24,12/29/2015,17:12:00,Anfiteatro Arena,49
409111,0473CCBA7B3F80,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409112,0478D5BA7B3F80,vrcard2-24,12/5/2015,16:53:00,Anfiteatro Arena,49
409113,04D561BA7B3F80,vrcard2-48,11/6/2015,13:26:00,Anfiteatro Arena,49
409114,04D579BA7B3F80,vrcard2-48,11/6/2015,13:26:00,Anfiteatro Arena,49
409115,04C77CC27B3F80,vrcard2-24,11/6/2015,13:26:00,Anfiteatro Arena,49
409116,047310BA7B3F84,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409117,047928BA7B3F80,vrcard2-24,12/5/2015,16:53:00,Anfiteatro Arena,49
409118,04AC0FC27B3F80,vrcard2-24,11/6/2015,13:26:00,Anfiteatro Arena,49
409119,04BCA7C27B3F80,vrcard2-24,9/28/2015,14:22:00,Anfiteatro Arena,49
409120,04439DBA7B3F80,vrcard2-24,9/28/2015,14:22:00,Anfiteatro Arena,49
409121,047516BA7B3F84,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409122,04730FBA7B3F84,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409123,04B2CBC27B3F80,vrcard2-24,9/28/2015,12:27:00,Anfiteatro Arena,49
409124,0429B2BA7B3F80,vrcard2-24,9/28/2015,12:27:00,Anfiteatro Arena,49
409125,0429DDBA7B3F80,vrcard2-24,9/28/2015,12:27:00,Anfiteatro Arena,49
409126,04CD92C27B3F80,vrcard2-24,9/28/2015,12:25:00,Anfiteatro Arena,49
409127,04CDB8C27B3F80,vrcard2-24,9/28/2015,12:25:00,Anfiteatro Arena,49
409128,04CD8DC27B3F80,vrcard2-24,9/28/2015,12:25:00,Anfiteatro Arena,49
409129,0472F2BA7B3F80,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409130,047221BA7B3F84,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409131,04C560BA7B3F80,vrcard2-48,12/5/2015,16:50:00,Anfiteatro Arena,49
409132,046D22BA7B3F84,vrcard2-24,9/28/2015,12:21:00,Anfiteatro Arena,49
409133,046DC8BA7B3F80,vrcard2-24,9/28/2015,12:21:00,Anfiteatro Arena,49
409134,04E641C27B3F80,vrcard2-24,9/28/2015,12:17:00,Anfiteatro Arena,49
409135,04C7C9BA7B3F80,vrcard2-48,12/5/2015,16:50:00,Anfiteatro Arena,49
409136,04E875C27B3F80,vrcard2-24,9/28/2015,12:17:00,Anfiteatro Arena,49
409137,04DCD9C27B3F80,vrcard2-24,9/28/2015,12:16:00,Anfiteatro Arena,49
409138,0472E5BA7B3F80,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409139,04664BBA7B3F80,vrcard2-24,11/6/2015,12:58:00,Anfiteatro Arena,49
409140,04CE1FBA7B3F80,vrcard2-48,9/28/2015,12:12:00,Anfiteatro Arena,49
409141,049AC5BA7B3F80,vrcard2-48,9/28/2015,12:12:00,Anfiteatro Arena,49
409142,046538BA7B3F80,vrcard2-24,11/6/2015,12:57:00,Anfiteatro Arena,49
409143,04729EBA7B3F80,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409144,0454A8BA7B3F80,vrcard2-24,11/6/2015,12:57:00,Anfiteatro Arena,49
409145,0454DDBA7B3F80,vrcard2-24,11/6/2015,12:57:00,Anfiteatro Arena,49
409146,047209BA7B3F84,vrcard2-24,12/22/2015,13:50:00,Anfiteatro Arena,49
409147,0439B172743380,vrcard2-48,11/6/2015,12:38:00,Anfiteatro Arena,49
409148,0499B172743380,vrcard2-48,11/6/2015,12:38:00,Anfiteatro Arena,49
409149,0495C2BA7B3F80,vrcard2-48,9/28/2015,11:54:00,Anfiteatro Arena,49
409150,049168BA7B3F80,vrcard2-48,9/28/2015,11:54:00,Anfiteatro Arena,49
409151,0450DDBA7B3F80,vrcard2-24,11/6/2015,12:38:00,Anfiteatro Arena,49
409152,04545ABA7B3F80,vrcard2-24,11/6/2015,12:38:00,Anfiteatro Arena,49
409153,04A7B1BA7B3F80,vrcard2-48,12/30/2015,15:09:00,Anfiteatro Arena,49
409154,0460B872743380,vrcard2-48,12/30/2015,15:09:00,Anfiteatro Arena,49
409155,042781C27B3F81,vrcard2-24,12/30/2015,13:23:00,Anfiteatro Arena,49
409156,041D88C27B3F81,vrcard2-24,12/30/2015,13:23:00,Anfiteatro Arena,49
409157,0422DCC27B3F81,vrcard2-24,12/22/2015,13:36:00,Anfiteatro Arena,49
409158,0428AC72743380,vrcard2-48,11/6/2015,12:36:00,Anfiteatro Arena,49
409159,0453AC72743380,vrcard2-48,11/6/2015,12:36:00,Anfiteatro Arena,49
409160,0434AB72743380,vrcard2-48,11/6/2015,12:31:00,Anfiteatro Arena,49
409161,040A00BA7B3F85,vrcard2-24,9/28/2015,11:40:00,Anfiteatro Arena,49
409162,040BDABA7B3F81,vrcard2-24,9/28/2015,11:40:00,Anfiteatro Arena,49
409163,04ACAF72743380,vrcard2-48,11/6/2015,12:31:00,Anfiteatro Arena,49
409164,04B655C27B3F80,vrcard2-24,11/6/2015,12:29:00,Anfiteatro Arena,49
409165,04B717C27B3F80,vrcard2-24,11/6/2015,12:29:00,Anfiteatro Arena,49
409166,04B716C27B3F80,vrcard2-24,11/6/2015,12:29:00,Anfiteatro Arena,49
409167,04B956C27B3F80,vrcard2-24,11/6/2015,12:28:00,Anfiteatro Arena,49
409168,04B6BCC27B3F80,vrcard2-24,11/6/2015,12:28:00,Anfiteatro Arena,49
409169,04F47BC27B3F80,vrcard2-24,11/6/2015,12:25:00,Anfiteatro Arena,49
409170,04F53BC27B3F80,vrcard2-24,11/6/2015,12:25:00,Anfiteatro Arena,49
409171,04B931C27B3F80,vrcard2-24,9/21/2015,13:27:00,Anfiteatro Arena,49
409172,04B926C27B3F80,vrcard2-24,9/21/2015,13:27:00,Anfiteatro Arena,49
409173,04B974C27B3F80,vrcard2-24,9/21/2015,13:27:00,Anfiteatro Arena,49
409174,04C708C27B3F84,vrcard2-24,9/21/2015,13:27:00,Anfiteatro Arena,49
409175,04CD67C27B3F80,vrcard2-24,11/6/2015,12:13:00,Anfiteatro Arena,49
409176,04AFB372743380,vrcard2-48,9/27/2015,17:18:00,Anfiteatro Arena,49
409177,047FB472743380,vrcard2-48,9/27/2015,17:18:00,Anfiteatro Arena,49
409178,04ACB372743380,vrcard2-48,9/27/2015,17:18:00,Anfiteatro Arena,49
409179,04A9B372743380,vrcard2-48,9/27/2015,17:17:00,Anfiteatro Arena,49
409180,04CB9AC27B3F80,vrcard2-24,9/27/2015,17:17:00,Anfiteatro Arena,49
409181,0443AABA7B3F80,vrcard2-24,9/27/2015,17:17:00,Anfiteatro Arena,49
409182,046124BA7B3F84,vrcard2-24,9/27/2015,17:17:00,Anfiteatro Arena,49
409183,046D38BA7B3F80,vrcard2-24,9/27/2015,17:15:00,Anfiteatro Arena,49
409184,046CF6BA7B3F80,vrcard2-24,9/27/2015,17:15:00,Anfiteatro Arena,49
409185,04CDD0C27B3F80,vrcard2-24,11/6/2015,12:13:00,Anfiteatro Arena,49
409186,04A914C27B3F84,vrcard2-24,11/6/2015,12:12:00,Anfiteatro Arena,49
409187,04731BBA7B3F84,vrcard2-24,12/5/2015,16:37:00,Anfiteatro Arena,49
409188,047328BA7B3F84,vrcard2-24,12/5/2015,16:37:00,Anfiteatro Arena,49
409189,04BF16C27B3F80,vrcard2-24,11/5/2015,16:35:00,Anfiteatro Arena,49
409190,04C146C27B3F80,vrcard2-24,11/5/2015,16:35:00,Anfiteatro Arena,49
409191,04438EBA7B3F80,vrcard2-24,9/27/2015,15:56:00,Anfiteatro Arena,49
409192,041ACABA7B3F80,vrcard2-24,9/27/2015,15:56:00,Anfiteatro Arena,49
409193,04A605C27B3F84,vrcard2-48,12/22/2015,10:47:00,Anfiteatro Arena,49
409194,04B744C27B3F80,vrcard2-24,12/5/2015,15:45:00,Anfiteatro Arena,49
409195,04C17EC27B3F80,vrcard2-24,11/5/2015,16:06:00,Anfiteatro Arena,49
409196,04B91EC27B3F80,vrcard2-24,9/21/2015,13:12:00,Anfiteatro Arena,49
409197,04B917C27B3F80,vrcard2-24,9/21/2015,13:12:00,Anfiteatro Arena,49
409198,04403DBA7B3F80,vrcard2-24,9/21/2015,13:11:00,Anfiteatro Arena,49
409199,0438ACC27B3F81,vrcard2-24,9/27/2015,15:43:00,Anfiteatro Arena,49
409200,0419A8BA7B3F80,vrcard2-24,9/27/2015,15:43:00,Anfiteatro Arena,49
409201,04465FBA7B3F80,vrcard2-24,9/21/2015,13:10:00,Anfiteatro Arena,49
409202,0446D8BA7B3F80,vrcard2-24,9/21/2015,13:10:00,Anfiteatro Arena,49
409203,04C2EBC27B3F80,vrcard2-24,11/5/2015,16:06:00,Anfiteatro Arena,49
409204,0420C8BA7B3F81,vrcard2-48,9/27/2015,15:40:00,Anfiteatro Arena,49
409205,0485B972743380,vrcard2-48,9/27/2015,15:40:00,Anfiteatro Arena,49
409206,04B84EC27B3F80,vrcard2-24,9/27/2015,15:39:00,Anfiteatro Arena,49
409207,042CA8BA7B3F80,vrcard2-24,12/5/2015,15:45:00,Anfiteatro Arena,49
409208,04FFBA72743380,vrcard2-48,9/27/2015,15:38:00,Anfiteatro Arena,49
409209,0428B672743380,vrcard2-48,9/27/2015,15:37:00,Anfiteatro Arena,49
409210,04D403C27B3F84,vrcard2-24,9/27/2015,14:51:00,Anfiteatro Arena,49
409211,04EC83C27B3F80,vrcard2-24,9/27/2015,14:51:00,Anfiteatro Arena,49
409212,04A600C27B3F84,vrcard2-48,12/22/2015,10:47:00,Anfiteatro Arena,49
409213,04214BBA7B3F81,vrcard2-48,12/22/2015,10:34:00,Anfiteatro Arena,49
409214,048885BA7B3F80,vrcard2-48,12/5/2015,15:38:00,Anfiteatro Arena,49
409215,0488EABA7B3F80,vrcard2-48,12/5/2015,15:38:00,Anfiteatro Arena,49
409216,0420CFBA7B3F81,vrcard2-48,12/22/2015,10:34:00,Anfiteatro Arena,49
409217,0421BCBA7B3F81,vrcard2-48,12/22/2015,10:34:00,Anfiteatro Arena,49
409218,047CAB72743380,vrcard2-48,11/5/2015,15:33:00,Anfiteatro Arena,49
409219,04ABD4C27B3F80,vrcard2-24,12/5/2015,15:36:00,Anfiteatro Arena,49
409220,0461E1BA7B3F80,vrcard2-24,9/27/2015,14:36:00,Anfiteatro Arena,49
409221,04DDABBA7B3F80,vrcard2-48,9/27/2015,14:34:00,Anfiteatro Arena,49
409222,04CEDDC27B3F80,vrcard2-24,9/21/2015,12:58:00,Anfiteatro Arena,49
409223,04CEE8C27B3F80,vrcard2-24,9/21/2015,12:58:00,Anfiteatro Arena,49
409224,04CDDBC27B3F80,vrcard2-24,9/21/2015,12:58:00,Anfiteatro Arena,49
409225,04CD6CC27B3F80,vrcard2-24,9/21/2015,12:58:00,Anfiteatro Arena,49
409226,04CD60BA7B3F80,vrcard2-48,9/21/2015,12:57:00,Anfiteatro Arena,49
409227,04CD6CBA7B3F80,vrcard2-48,9/21/2015,12:57:00,Anfiteatro Arena,49
409228,042A62C27B3F81,vrcard2-24,11/5/2015,13:05:00,Anfiteatro Arena,49
409229,0426D2C27B3F81,vrcard2-24,11/5/2015,13:05:00,Anfiteatro Arena,49
409230,04B3A1C27B3F80,vrcard2-24,9/21/2015,12:54:00,Anfiteatro Arena,49
409231,04B4B3C27B3F80,vrcard2-24,9/21/2015,12:54:00,Anfiteatro Arena,49
409232,0427A0C27B3F81,vrcard2-24,11/5/2015,13:03:00,Anfiteatro Arena,49
409233,0425B1C27B3F81,vrcard2-24,11/5/2015,12:57:00,Anfiteatro Arena,49
409234,042AC8C27B3F81,vrcard2-24,11/5/2015,12:57:00,Anfiteatro Arena,49
409235,0429CAC27B3F81,vrcard2-24,11/5/2015,12:57:00,Anfiteatro Arena,49
409236,044CEBBA7B3F80,vrcard2-24,12/29/2015,17:07:00,Anfiteatro Arena,49
409237,04AF76C27B3F80,vrcard2-24,12/29/2015,17:07:00,Anfiteatro Arena,49
409238,04C73CBA7B3F80,vrcard2-48,12/5/2015,15:32:00,Anfiteatro Arena,49
409239,042CDAC27B3F81,vrcard2-24,11/5/2015,12:57:00,Anfiteatro Arena,49
409240,042ABDC27B3F81,vrcard2-24,11/5/2015,12:50:00,Anfiteatro Arena,49
409241,042B80C27B3F81,vrcard2-24,11/5/2015,12:50:00,Anfiteatro Arena,49
409242,04A171BA7B3F80,vrcard2-24,9/27/2015,13:09:00,Anfiteatro Arena,49
409243,049FA8BA7B3F80,vrcard2-24,9/27/2015,13:09:00,Anfiteatro Arena,49
409244,049F8EBA7B3F80,vrcard2-24,9/27/2015,13:09:00,Anfiteatro Arena,49
409245,0431C6C27B3F81,vrcard2-24,11/5/2015,12:45:00,Anfiteatro Arena,49
409246,04F8A8C27B3F80,vrcard2-24,11/5/2015,12:45:00,Anfiteatro Arena,49
409247,04B3BFC27B3F80,vrcard2-24,9/21/2015,12:47:00,Anfiteatro Arena,49
409248,04B564C27B3F80,vrcard2-24,9/21/2015,12:47:00,Anfiteatro Arena,49
409249,04714BBA7B3F80,vrcard2-24,9/21/2015,12:47:00,Anfiteatro Arena,49
409250,041BDBC27B3F81,vrcard2-24,11/5/2015,12:43:00,Anfiteatro Arena,49
409251,042CAD72743380,vrcard2-48,9/27/2015,13:08:00,Anfiteatro Arena,49
409252,0469AE72743380,vrcard2-48,9/27/2015,13:08:00,Anfiteatro Arena,49
409253,047137BA7B3F80,vrcard2-24,9/27/2015,13:07:00,Anfiteatro Arena,49
409254,0416C2C27B3F81,vrcard2-24,11/5/2015,12:43:00,Anfiteatro Arena,49
409255,04BA45C27B3F80,vrcard2-24,11/5/2015,12:40:00,Anfiteatro Arena,49
409256,04710FBA7B3F84,vrcard2-24,9/27/2015,13:07:00,Anfiteatro Arena,49
409257,0471C5BA7B3F80,vrcard2-24,9/27/2015,13:07:00,Anfiteatro Arena,49
409258,043072C27B3F81,vrcard2-24,11/5/2015,12:40:00,Anfiteatro Arena,49
409259,0420C2C27B3F81,vrcard2-24,11/5/2015,12:40:00,Anfiteatro Arena,49
409260,04DB18BA7B3F80,vrcard2-48,12/5/2015,15:32:00,Anfiteatro Arena,49
409261,043967BA7B3F80,vrcard2-24,9/27/2015,13:04:00,Anfiteatro Arena,49
409262,04787BBA7B3F80,vrcard2-24,9/21/2015,11:56:00,Anfiteatro Arena,49
409263,0475B9BA7B3F80,vrcard2-24,9/21/2015,11:56:00,Anfiteatro Arena,49
409264,0437A9C27B3F81,vrcard2-24,9/27/2015,13:04:00,Anfiteatro Arena,49
409265,04D608BA7B3F84,vrcard2-48,11/5/2015,12:26:00,Anfiteatro Arena,49
409266,04D4A7BA7B3F80,vrcard2-48,11/5/2015,12:26:00,Anfiteatro Arena,49
409267,04DB60BA7B3F80,vrcard2-48,9/21/2015,11:51:00,Anfiteatro Arena,49
409268,04DC51BA7B3F80,vrcard2-48,9/21/2015,11:50:00,Anfiteatro Arena,49
409269,043983C27B3F81,vrcard2-24,9/27/2015,13:01:00,Anfiteatro Arena,49
409270,04E172C27B3F80,vrcard2-24,9/27/2015,13:00:00,Anfiteatro Arena,49
409271,04E177C27B3F80,vrcard2-24,9/27/2015,13:00:00,Anfiteatro Arena,49
409272,04E9D0C27B3F80,vrcard2-24,9/27/2015,13:00:00,Anfiteatro Arena,49
409273,04E80AC27B3F84,vrcard2-24,9/27/2015,13:00:00,Anfiteatro Arena,49
409274,041D44C27B3F81,vrcard2-24,12/28/2015,16:07:00,Anfiteatro Arena,49
409275,041D56C27B3F81,vrcard2-24,12/28/2015,16:07:00,Anfiteatro Arena,49
409276,04D26CC27B3F80,vrcard2-24,9/27/2015,12:55:00,Anfiteatro Arena,49
409277,04F390C27B3F80,vrcard2-24,9/27/2015,12:55:00,Anfiteatro Arena,49
409278,04B07EC27B3F80,vrcard2-24,9/27/2015,12:53:00,Anfiteatro Arena,49
409279,04AFCEC27B3F80,vrcard2-24,9/27/2015,12:53:00,Anfiteatro Arena,49
409280,04AC24C27B3F84,vrcard2-24,12/5/2015,15:30:00,Anfiteatro Arena,49
409281,04AD0CC27B3F80,vrcard2-24,12/5/2015,15:30:00,Anfiteatro Arena,49
409282,04610BBA7B3F84,vrcard2-24,9/27/2015,12:50:00,Anfiteatro Arena,49
409283,04537DBA7B3F80,vrcard2-24,11/5/2015,12:16:00,Anfiteatro Arena,49
409284,04536BBA7B3F80,vrcard2-24,11/5/2015,12:16:00,Anfiteatro Arena,49
409285,04AA02C27B3F84,vrcard2-24,9/27/2015,11:47:00,Anfiteatro Arena,49
409286,043B4ABA7B3F80,vrcard2-24,12/28/2015,16:06:00,Anfiteatro Arena,49
409287,047578BA7B3F80,vrcard2-24,9/21/2015,11:42:00,Anfiteatro Arena,49
409288,0475EABA7B3F80,vrcard2-24,9/21/2015,11:42:00,Anfiteatro Arena,49
409289,04CFACC27B3F80,vrcard2-24,12/22/2015,10:10:00,Anfiteatro Arena,49
409290,04AA01C27B3F84,vrcard2-24,9/27/2015,11:47:00,Anfiteatro Arena,49
409291,0475ADBA7B3F80,vrcard2-24,9/21/2015,11:42:00,Anfiteatro Arena,49
409292,04640CBA7B3F84,vrcard2-24,12/22/2015,10:10:00,Anfiteatro Arena,49
409293,04BE52C27B3F80,vrcard2-24,11/5/2015,12:09:00,Anfiteatro Arena,49
409294,04145FBA7B3F80,vrcard2-24,9/27/2015,11:46:00,Anfiteatro Arena,49
409295,04BC72C27B3F80,vrcard2-24,11/5/2015,12:09:00,Anfiteatro Arena,49
409296,04BC26C27B3F84,vrcard2-24,9/21/2015,11:39:00,Anfiteatro Arena,49
409297,04BCD0C27B3F80,vrcard2-24,9/21/2015,11:39:00,Anfiteatro Arena,49
409298,04B468C27B3F80,vrcard2-24,9/27/2015,11:46:00,Anfiteatro Arena,49
409299,04B394C27B3F80,vrcard2-24,9/27/2015,11:45:00,Anfiteatro Arena,49
409300,046759BA7B3F80,vrcard2-24,9/21/2015,11:38:00,Anfiteatro Arena,49
409301,0465D2BA7B3F80,vrcard2-24,9/21/2015,11:38:00,Anfiteatro Arena,49
409302,04C345C27B3F80,vrcard2-24,11/5/2015,12:09:00,Anfiteatro Arena,49
409303,04B4E3C27B3F80,vrcard2-24,9/27/2015,11:45:00,Anfiteatro Arena,49
409304,043B4BBA7B3F80,vrcard2-24,12/28/2015,16:06:00,Anfiteatro Arena,49
409305,04CEE6C27B3F80,vrcard2-24,11/5/2015,12:06:00,Anfiteatro Arena,49
409306,04D504BA7B3F84,vrcard2-48,12/22/2015,10:00:00,Anfiteatro Arena,49
409307,04CD50BA7B3F80,vrcard2-48,12/22/2015,10:00:00,Anfiteatro Arena,49
409308,04A26FC27B3F80,vrcard2-48,11/4/2015,18:05:00,Anfiteatro Arena,49
409309,044E71BA7B3F80,vrcard2-24,9/27/2015,11:38:00,Anfiteatro Arena,49
409310,044D3CBA7B3F80,vrcard2-24,9/27/2015,11:38:00,Anfiteatro Arena,49
409311,04F30BC27B3F84,vrcard2-24,9/27/2015,11:32:00,Anfiteatro Arena,49
409312,04F496C27B3F80,vrcard2-24,9/27/2015,11:32:00,Anfiteatro Arena,49
409313,047C5EBA7B3F80,vrcard2-24,12/22/2015,9:51:00,Anfiteatro Arena,49
409314,047695BA7B3F80,vrcard2-24,9/27/2015,10:23:00,Anfiteatro Arena,49
409315,048073BA7B3F80,vrcard2-24,9/21/2015,11:31:00,Anfiteatro Arena,49
409316,047601BA7B3F84,vrcard2-24,9/27/2015,10:23:00,Anfiteatro Arena,49
409317,047F3FBA7B3F80,vrcard2-24,9/21/2015,11:31:00,Anfiteatro Arena,49
409318,048128BA7B3F84,vrcard2-24,9/21/2015,11:31:00,Anfiteatro Arena,49
409319,0481E1BA7B3F80,vrcard2-24,9/21/2015,11:31:00,Anfiteatro Arena,49
409320,0479A7BA7B3F80,vrcard2-24,9/21/2015,11:31:00,Anfiteatro Arena,49
409321,0476F3BA7B3F80,vrcard2-24,9/21/2015,11:31:00,Anfiteatro Arena,49
409322,04752FBA7B3F80,vrcard2-24,9/21/2015,11:31:00,Anfiteatro Arena,49
409323,047711BA7B3F80,vrcard2-24,9/27/2015,10:23:00,Anfiteatro Arena,49
