,id_veronacard,profilo,data_visita,ora_visita,sito_nome,poi
401887,04BBB8523F3880,24 Ore,1/2/2015,15:15:00,Anfiteatro Arena,49
401888,047BD3523F3880,24 Ore,2/3/2015,11:51:00,Anfiteatro Arena,49
401889,04C688523F3880,72 Ore,1/1/2015,14:50:00,Anfiteatro Arena,49
401890,04650D523F3884,24 Ore,1/1/2015,15:47:00,Anfiteatro Arena,49
401891,04F661523F3880,72 Ore,1/1/2015,15:47:00,Anfiteatro Arena,49
401892,04FAAC523F3880,72 Ore,1/1/2015,15:47:00,Anfiteatro Arena,49
401893,048A66523F3880,24 Ore,1/17/2015,10:52:00,Anfiteatro Arena,49
407697,04789BBA7B3F80,vrcard2-24,12/8/2015,10:47:00,Anfiteatro Arena,49
407698,04772EBA7B3F80,vrcard2-24,12/8/2015,10:47:00,Anfiteatro Arena,49
407699,04C62DC27B3F80,vrcard2-24,10/9/2015,15:18:00,Anfiteatro Arena,49
407700,04A8E2C27B3F80,vrcard2-48,12/30/2015,10:47:00,Anfiteatro Arena,49
407701,04D400C27B3F84,vrcard2-24,12/26/2015,12:22:00,Anfiteatro Arena,49
407702,047CBDBA7B3F80,vrcard2-24,12/26/2015,12:21:00,Anfiteatro Arena,49
407703,04C4CAC27B3F80,vrcard2-24,12/8/2015,10:44:00,Anfiteatro Arena,49
407704,047568BA7B3F80,vrcard2-24,9/24/2015,14:21:00,Anfiteatro Arena,49
407705,04C41DC27B3F84,vrcard2-24,12/8/2015,10:44:00,Anfiteatro Arena,49
407706,043875BA7B3F80,vrcard2-24,10/9/2015,15:05:00,Anfiteatro Arena,49
407707,042D76BA7B3F80,vrcard2-24,10/9/2015,15:05:00,Anfiteatro Arena,49
407708,047998BA7B3F80,vrcard2-24,11/14/2015,13:53:00,Anfiteatro Arena,49
407709,04790BBA7B3F84,vrcard2-24,11/14/2015,13:53:00,Anfiteatro Arena,49
407710,04A113C27B3F84,vrcard2-48,12/8/2015,10:43:00,Anfiteatro Arena,49
407711,04A114C27B3F84,vrcard2-48,12/8/2015,10:43:00,Anfiteatro Arena,49
407712,04792BBA7B3F80,vrcard2-24,11/14/2015,13:50:00,Anfiteatro Arena,49
407713,047B41BA7B3F80,vrcard2-24,12/26/2015,12:21:00,Anfiteatro Arena,49
407714,047B8ABA7B3F80,vrcard2-24,12/26/2015,12:21:00,Anfiteatro Arena,49
407715,047949BA7B3F80,vrcard2-24,11/14/2015,13:50:00,Anfiteatro Arena,49
407716,04010CBA7B3F85,vrcard2-48,12/8/2015,10:39:00,Anfiteatro Arena,49
407717,040E8CBA7B3F81,vrcard2-48,12/8/2015,10:39:00,Anfiteatro Arena,49
407718,0465F1BA7B3F80,vrcard2-24,11/14/2015,13:46:00,Anfiteatro Arena,49
407719,047FDABA7B3F80,vrcard2-24,12/26/2015,12:21:00,Anfiteatro Arena,49
407720,0467AABA7B3F80,vrcard2-24,11/14/2015,13:46:00,Anfiteatro Arena,49
407721,047562BA7B3F80,vrcard2-24,9/24/2015,14:15:00,Anfiteatro Arena,49
407722,047109BA7B3F84,vrcard2-24,9/24/2015,14:15:00,Anfiteatro Arena,49
407723,04F4C1C27B3F80,vrcard2-24,11/14/2015,13:46:00,Anfiteatro Arena,49
407724,04F434C27B3F80,vrcard2-24,11/14/2015,13:46:00,Anfiteatro Arena,49
407725,04F454C27B3F80,vrcard2-24,11/14/2015,13:46:00,Anfiteatro Arena,49
407726,0405AC72743381,vrcard2-48,9/24/2015,14:13:00,Anfiteatro Arena,49
407727,0431AD72743381,vrcard2-48,9/24/2015,14:13:00,Anfiteatro Arena,49
407728,048B4BBA7B3F80,vrcard2-48,10/9/2015,12:50:00,Anfiteatro Arena,49
407729,048485BA7B3F80,vrcard2-24,12/8/2015,10:38:00,Anfiteatro Arena,49
407730,04F45BC27B3F80,vrcard2-24,11/14/2015,13:46:00,Anfiteatro Arena,49
407731,048B57BA7B3F80,vrcard2-48,10/9/2015,12:50:00,Anfiteatro Arena,49
407732,047835BA7B3F80,vrcard2-24,12/8/2015,10:37:00,Anfiteatro Arena,49
407733,04A8C4C27B3F80,vrcard2-48,12/30/2015,10:47:00,Anfiteatro Arena,49
407734,047728BA7B3F80,vrcard2-24,12/8/2015,10:37:00,Anfiteatro Arena,49
407735,046E26BA7B3F84,vrcard2-24,12/8/2015,10:37:00,Anfiteatro Arena,49
407736,04C64BC27B3F80,vrcard2-24,10/9/2015,12:41:00,Anfiteatro Arena,49
407737,04C64CC27B3F80,vrcard2-24,10/9/2015,12:41:00,Anfiteatro Arena,49
407738,04CB0FBA7B3F80,vrcard2-48,10/9/2015,12:40:00,Anfiteatro Arena,49
407739,047602BA7B3F84,vrcard2-24,9/24/2015,14:12:00,Anfiteatro Arena,49
407740,04D516BA7B3F84,vrcard2-48,10/9/2015,12:40:00,Anfiteatro Arena,49
407741,0477DCBA7B3F80,vrcard2-24,12/8/2015,10:37:00,Anfiteatro Arena,49
407742,04A8BFC27B3F80,vrcard2-48,12/30/2015,10:47:00,Anfiteatro Arena,49
407743,047068BA7B3F80,vrcard2-24,12/26/2015,12:19:00,Anfiteatro Arena,49
407744,04AF4CC27B3F80,vrcard2-24,10/9/2015,12:27:00,Anfiteatro Arena,49
407745,04C7D2C27B3F80,vrcard2-24,10/9/2015,12:23:00,Anfiteatro Arena,49
407746,046F73BA7B3F80,vrcard2-24,12/8/2015,10:30:00,Anfiteatro Arena,49
407747,04C7CBC27B3F80,vrcard2-24,10/9/2015,12:23:00,Anfiteatro Arena,49
407748,0459B1BA7B3F80,vrcard2-24,12/29/2015,11:28:00,Anfiteatro Arena,49
407749,040BBEBA7B3F80,vrcard2-24,12/26/2015,12:19:00,Anfiteatro Arena,49
407750,046EF1BA7B3F80,vrcard2-24,12/8/2015,10:30:00,Anfiteatro Arena,49
407751,04517EBA7B3F80,vrcard2-24,10/9/2015,12:19:00,Anfiteatro Arena,49
407752,04537ABA7B3F80,vrcard2-24,10/9/2015,12:19:00,Anfiteatro Arena,49
407753,0450CFBA7B3F80,vrcard2-24,10/9/2015,12:19:00,Anfiteatro Arena,49
407754,046DE7BA7B3F80,vrcard2-24,12/8/2015,10:28:00,Anfiteatro Arena,49
407755,045355BA7B3F80,vrcard2-24,10/9/2015,12:19:00,Anfiteatro Arena,49
407756,046EF2BA7B3F80,vrcard2-24,12/8/2015,10:28:00,Anfiteatro Arena,49
407757,04C82AC27B3F84,vrcard2-24,10/9/2015,12:15:00,Anfiteatro Arena,49
407758,04CE0CC27B3F84,vrcard2-24,10/9/2015,10:56:00,Anfiteatro Arena,49
407759,04CA24BA7B3F80,vrcard2-48,10/9/2015,10:55:00,Anfiteatro Arena,49
407760,04CC74C27B3F80,vrcard2-24,10/9/2015,10:54:00,Anfiteatro Arena,49
407761,04CA92C27B3F80,vrcard2-24,10/9/2015,10:54:00,Anfiteatro Arena,49
407762,04208CC27B3F81,vrcard2-24,12/30/2015,15:47:00,Anfiteatro Arena,49
407763,047582BA7B3F80,vrcard2-24,12/30/2015,10:41:00,Anfiteatro Arena,49
407764,0459DABA7B3F80,vrcard2-24,12/29/2015,11:28:00,Anfiteatro Arena,49
407765,042351BA7B3F81,vrcard2-48,12/26/2015,12:12:00,Anfiteatro Arena,49
407766,046D21BA7B3F80,vrcard2-24,12/8/2015,10:27:00,Anfiteatro Arena,49
407767,046D87BA7B3F80,vrcard2-24,12/8/2015,10:27:00,Anfiteatro Arena,49
407768,04DB86BA7B3F80,vrcard2-48,10/9/2015,10:51:00,Anfiteatro Arena,49
407769,04DD16BA7B3F84,vrcard2-48,10/9/2015,10:51:00,Anfiteatro Arena,49
407770,04DB92BA7B3F80,vrcard2-48,10/9/2015,10:50:00,Anfiteatro Arena,49
407771,04DBAABA7B3F80,vrcard2-48,10/9/2015,10:50:00,Anfiteatro Arena,49
407772,04C8A5C27B3F80,vrcard2-24,10/9/2015,10:48:00,Anfiteatro Arena,49
407773,04ABFFC27B3F80,vrcard2-24,10/9/2015,10:48:00,Anfiteatro Arena,49
407774,04AB74C27B3F80,vrcard2-24,10/9/2015,10:48:00,Anfiteatro Arena,49
407775,046DEDBA7B3F80,vrcard2-24,12/8/2015,10:26:00,Anfiteatro Arena,49
407776,04D69EC27B3F80,vrcard2-24,10/9/2015,10:46:00,Anfiteatro Arena,49
407777,04D63EC27B3F80,vrcard2-24,10/9/2015,10:46:00,Anfiteatro Arena,49
407778,04AD64C27B3F80,vrcard2-24,10/9/2015,10:41:00,Anfiteatro Arena,49
407779,04AB24C27B3F84,vrcard2-24,10/9/2015,10:41:00,Anfiteatro Arena,49
407780,04D61AC27B3F80,vrcard2-24,10/9/2015,10:41:00,Anfiteatro Arena,49
407781,042E9AC27B3F81,vrcard2-24,12/8/2015,10:26:00,Anfiteatro Arena,49
407782,043665BA7B3F80,vrcard2-24,10/9/2015,10:40:00,Anfiteatro Arena,49
407783,0479FDBA7B3F80,vrcard2-24,9/24/2015,13:35:00,Anfiteatro Arena,49
407784,04D289BA7B3F80,vrcard2-48,9/24/2015,13:35:00,Anfiteatro Arena,49
407785,047909BA7B3F84,vrcard2-24,9/24/2015,13:34:00,Anfiteatro Arena,49
407786,047965BA7B3F80,vrcard2-24,9/24/2015,13:34:00,Anfiteatro Arena,49
407787,042E95C27B3F81,vrcard2-24,12/8/2015,10:23:00,Anfiteatro Arena,49
407788,0437CBBA7B3F80,vrcard2-24,10/9/2015,10:40:00,Anfiteatro Arena,49
407789,0424B372743380,vrcard2-48,10/9/2015,10:39:00,Anfiteatro Arena,49
407790,0481F3BA7B3F80,vrcard2-24,11/14/2015,12:48:00,Anfiteatro Arena,49
407791,0497B472743380,vrcard2-48,10/9/2015,10:39:00,Anfiteatro Arena,49
407792,042F76C27B3F81,vrcard2-24,12/8/2015,10:23:00,Anfiteatro Arena,49
407793,0481CFBA7B3F80,vrcard2-24,11/14/2015,12:48:00,Anfiteatro Arena,49
407794,04AC3DC27B3F80,vrcard2-24,10/9/2015,10:38:00,Anfiteatro Arena,49
407795,043B56BA7B3F80,vrcard2-24,9/24/2015,13:31:00,Anfiteatro Arena,49
407796,043C5DBA7B3F80,vrcard2-24,9/24/2015,13:31:00,Anfiteatro Arena,49
407797,04AA43C27B3F80,vrcard2-24,10/9/2015,10:38:00,Anfiteatro Arena,49
407798,04AC9EC27B3F80,vrcard2-24,10/9/2015,10:36:00,Anfiteatro Arena,49
407799,043B9DBA7B3F80,vrcard2-24,9/24/2015,13:30:00,Anfiteatro Arena,49
407800,045362BA7B3F80,vrcard2-24,10/9/2015,10:25:00,Anfiteatro Arena,49
407801,0453B0BA7B3F80,vrcard2-24,10/9/2015,10:25:00,Anfiteatro Arena,49
407802,044526BA7B3F80,vrcard2-24,10/9/2015,10:24:00,Anfiteatro Arena,49
407803,045A1BBA7B3F80,vrcard2-24,10/9/2015,10:24:00,Anfiteatro Arena,49
407804,0462AA72743380,vrcard2-48,10/9/2015,10:22:00,Anfiteatro Arena,49
407805,042C79BA7B3F80,vrcard2-24,9/24/2015,13:29:00,Anfiteatro Arena,49
407806,042C7ABA7B3F80,vrcard2-24,9/24/2015,13:29:00,Anfiteatro Arena,49
407807,0404B572743381,vrcard2-48,10/9/2015,10:22:00,Anfiteatro Arena,49
407808,04E1D3C27B3F80,vrcard2-24,10/9/2015,10:12:00,Anfiteatro Arena,49
407809,042BACC27B3F81,vrcard2-24,10/9/2015,10:11:00,Anfiteatro Arena,49
407810,04F9ABC27B3F80,vrcard2-24,10/9/2015,10:11:00,Anfiteatro Arena,49
407811,04AF5EC27B3F80,vrcard2-24,10/9/2015,10:11:00,Anfiteatro Arena,49
407812,04BA20C27B3F80,vrcard2-24,10/9/2015,10:11:00,Anfiteatro Arena,49
407813,04CB0BC27B3F84,vrcard2-24,10/9/2015,10:11:00,Anfiteatro Arena,49
407814,04215CBA7B3F81,vrcard2-48,12/26/2015,12:12:00,Anfiteatro Arena,49
407815,04CD71C27B3F80,vrcard2-24,12/8/2015,10:09:00,Anfiteatro Arena,49
407816,04C9B1BA7B3F80,vrcard2-48,9/24/2015,13:25:00,Anfiteatro Arena,49
407817,048616BA7B3F80,vrcard2-48,9/24/2015,13:25:00,Anfiteatro Arena,49
407818,04433ABA7B3F80,vrcard2-24,9/24/2015,13:23:00,Anfiteatro Arena,49
407819,043DEEBA7B3F80,vrcard2-24,9/24/2015,13:23:00,Anfiteatro Arena,49
407820,04AE66C27B3F80,vrcard2-24,10/9/2015,9:59:00,Anfiteatro Arena,49
407821,04C462C27B3F80,vrcard2-24,10/9/2015,9:59:00,Anfiteatro Arena,49
407822,04C4D3C27B3F80,vrcard2-24,10/9/2015,9:59:00,Anfiteatro Arena,49
407823,0481D9BA7B3F80,vrcard2-24,10/9/2015,9:52:00,Anfiteatro Arena,49
407824,04817DBA7B3F80,vrcard2-24,10/9/2015,9:52:00,Anfiteatro Arena,49
407825,044052BA7B3F80,vrcard2-24,12/8/2015,10:09:00,Anfiteatro Arena,49
407826,04C9A9C27B3F80,vrcard2-24,12/8/2015,10:08:00,Anfiteatro Arena,49
407827,04C50FC27B3F80,vrcard2-24,12/8/2015,10:08:00,Anfiteatro Arena,49
407828,04A37BC27B3F80,vrcard2-48,12/26/2015,12:12:00,Anfiteatro Arena,49
407829,04710CBA7B3F84,vrcard2-24,12/8/2015,10:08:00,Anfiteatro Arena,49
407830,047112BA7B3F84,vrcard2-24,12/8/2015,10:07:00,Anfiteatro Arena,49
407831,04A387C27B3F80,vrcard2-48,12/26/2015,12:12:00,Anfiteatro Arena,49
407832,04763EBA7B3F80,vrcard2-24,12/8/2015,10:04:00,Anfiteatro Arena,49
407833,042BD6C27B3F81,vrcard2-24,10/8/2015,15:25:00,Anfiteatro Arena,49
407834,04C437C27B3F80,vrcard2-24,9/24/2015,13:18:00,Anfiteatro Arena,49
407835,04B5B7C27B3F80,vrcard2-24,9/24/2015,13:17:00,Anfiteatro Arena,49
407836,04AB63C27B3F80,vrcard2-24,9/24/2015,13:17:00,Anfiteatro Arena,49
407837,0485A9BA7B3F80,vrcard2-24,10/8/2015,15:25:00,Anfiteatro Arena,49
407838,04767ABA7B3F80,vrcard2-24,12/8/2015,10:04:00,Anfiteatro Arena,49
407839,048325BA7B3F80,vrcard2-24,12/8/2015,10:04:00,Anfiteatro Arena,49
407840,046978BA7B3F80,vrcard2-24,10/8/2015,15:20:00,Anfiteatro Arena,49
407841,048298BA7B3F80,vrcard2-24,12/8/2015,10:01:00,Anfiteatro Arena,49
407842,044DCCBA7B3F80,vrcard2-24,12/29/2015,11:23:00,Anfiteatro Arena,49
407843,0414FEC27B3F81,vrcard2-24,12/26/2015,12:10:00,Anfiteatro Arena,49
407844,047022BA7B3F80,vrcard2-24,9/24/2015,13:16:00,Anfiteatro Arena,49
407845,047841BA7B3F80,vrcard2-24,9/24/2015,13:16:00,Anfiteatro Arena,49
407846,04836DBA7B3F80,vrcard2-24,12/8/2015,10:01:00,Anfiteatro Arena,49
407847,04C705BA7B3F84,vrcard2-48,12/8/2015,9:58:00,Anfiteatro Arena,49
407848,04AF03C27B3F84,vrcard2-24,10/8/2015,15:19:00,Anfiteatro Arena,49
407849,04BD0DC27B3F84,vrcard2-24,10/8/2015,15:19:00,Anfiteatro Arena,49
407850,04C7BDBA7B3F80,vrcard2-48,12/8/2015,9:58:00,Anfiteatro Arena,49
407851,048228BA7B3F84,vrcard2-24,12/8/2015,9:53:00,Anfiteatro Arena,49
407852,04C7FBC27B3F80,vrcard2-24,10/8/2015,15:09:00,Anfiteatro Arena,49
407853,04B5E8C27B3F80,vrcard2-24,10/8/2015,15:09:00,Anfiteatro Arena,49
407854,041356C27B3F81,vrcard2-24,12/26/2015,12:10:00,Anfiteatro Arena,49
407855,04F67FC27B3F80,vrcard2-24,9/24/2015,12:13:00,Anfiteatro Arena,49
407856,0415D9C27B3F81,vrcard2-24,9/24/2015,12:13:00,Anfiteatro Arena,49
407857,047CFEBA7B3F80,vrcard2-24,11/14/2015,11:51:00,Anfiteatro Arena,49
407858,0446C5BA7B3F80,vrcard2-24,10/8/2015,15:05:00,Anfiteatro Arena,49
407859,044552BA7B3F80,vrcard2-24,10/8/2015,15:05:00,Anfiteatro Arena,49
407860,04D820C27B3F80,vrcard2-24,10/8/2015,13:28:00,Anfiteatro Arena,49
407861,04CCE3C27B3F80,vrcard2-24,10/8/2015,13:28:00,Anfiteatro Arena,49
407862,04D899C27B3F80,vrcard2-24,9/24/2015,12:10:00,Anfiteatro Arena,49
407863,04BE7FC27B3F80,vrcard2-24,9/24/2015,12:10:00,Anfiteatro Arena,49
407864,04B70AC27B3F80,vrcard2-24,10/8/2015,13:27:00,Anfiteatro Arena,49
407865,047D0EBA7B3F84,vrcard2-24,11/14/2015,11:51:00,Anfiteatro Arena,49
407866,047FFABA7B3F80,vrcard2-24,11/14/2015,11:51:00,Anfiteatro Arena,49
407867,047D20BA7B3F84,vrcard2-24,11/14/2015,11:50:00,Anfiteatro Arena,49
407868,0432E2BA7B3F80,vrcard2-24,9/24/2015,12:08:00,Anfiteatro Arena,49
407869,043BFBBA7B3F80,vrcard2-24,9/24/2015,12:08:00,Anfiteatro Arena,49
407870,04F862C27B3F80,vrcard2-24,9/24/2015,12:08:00,Anfiteatro Arena,49
407871,047FE9BA7B3F80,vrcard2-24,11/14/2015,11:50:00,Anfiteatro Arena,49
407872,04DF8BC27B3F80,vrcard2-24,10/8/2015,13:11:00,Anfiteatro Arena,49
407873,042588BA7B3F80,vrcard2-24,12/29/2015,11:23:00,Anfiteatro Arena,49
407874,04B338C27B3F80,vrcard2-24,11/14/2015,11:50:00,Anfiteatro Arena,49
407875,04B260C27B3F80,vrcard2-24,11/14/2015,11:50:00,Anfiteatro Arena,49
407876,04AC5CC27B3F80,vrcard2-24,10/8/2015,13:09:00,Anfiteatro Arena,49
407877,041E6FBA7B3F81,vrcard2-48,9/24/2015,12:04:00,Anfiteatro Arena,49
407878,04AA8BC27B3F80,vrcard2-24,10/8/2015,13:09:00,Anfiteatro Arena,49
407879,04405CBA7B3F80,vrcard2-24,10/8/2015,13:08:00,Anfiteatro Arena,49
407880,0444C0BA7B3F80,vrcard2-24,10/8/2015,13:08:00,Anfiteatro Arena,49
407881,040BB2C27B3F81,vrcard2-24,11/14/2015,11:49:00,Anfiteatro Arena,49
407882,048374BA7B3F80,vrcard2-24,11/14/2015,11:49:00,Anfiteatro Arena,49
407883,042F63C27B3F81,vrcard2-24,10/8/2015,13:05:00,Anfiteatro Arena,49
407884,0488A2C27B3F80,vrcard2-48,11/14/2015,11:46:00,Anfiteatro Arena,49
407885,04C05CC27B3F80,vrcard2-24,12/7/2015,16:38:00,Anfiteatro Arena,49
407886,04FA93C27B3F80,vrcard2-24,9/24/2015,12:01:00,Anfiteatro Arena,49
407887,0475D5BA7B3F80,vrcard2-24,9/24/2015,12:01:00,Anfiteatro Arena,49
407888,0475D6BA7B3F80,vrcard2-24,9/24/2015,12:01:00,Anfiteatro Arena,49
407889,04BD73C27B3F80,vrcard2-24,12/7/2015,16:38:00,Anfiteatro Arena,49
407890,0488A1C27B3F80,vrcard2-48,11/14/2015,11:46:00,Anfiteatro Arena,49
407891,04D5FEBA7B3F80,vrcard2-48,11/14/2015,11:44:00,Anfiteatro Arena,49
407892,0434B6BA7B3F80,vrcard2-24,10/8/2015,12:47:00,Anfiteatro Arena,49
407893,04D8C3BA7B3F80,vrcard2-48,11/14/2015,11:44:00,Anfiteatro Arena,49
407894,046042BA7B3F80,vrcard2-24,12/7/2015,16:37:00,Anfiteatro Arena,49
407895,0460B5BA7B3F80,vrcard2-24,12/7/2015,16:37:00,Anfiteatro Arena,49
407896,044257BA7B3F80,vrcard2-24,9/24/2015,11:58:00,Anfiteatro Arena,49
407897,043933BA7B3F80,vrcard2-24,9/24/2015,11:58:00,Anfiteatro Arena,49
407898,0438CEBA7B3F80,vrcard2-24,9/24/2015,11:58:00,Anfiteatro Arena,49
407899,043F7CBA7B3F80,vrcard2-24,9/24/2015,11:58:00,Anfiteatro Arena,49
407900,044250BA7B3F80,vrcard2-24,9/24/2015,11:57:00,Anfiteatro Arena,49
407901,044298BA7B3F80,vrcard2-24,9/24/2015,11:57:00,Anfiteatro Arena,49
407902,0443D2BA7B3F80,vrcard2-24,9/24/2015,11:57:00,Anfiteatro Arena,49
407903,0441F9BA7B3F80,vrcard2-24,9/24/2015,11:57:00,Anfiteatro Arena,49
407904,04B0D0C27B3F80,vrcard2-24,11/14/2015,11:43:00,Anfiteatro Arena,49
407905,04AF1DC27B3F84,vrcard2-24,11/14/2015,11:43:00,Anfiteatro Arena,49
407906,04516DBA7B3F80,vrcard2-24,10/8/2015,11:24:00,Anfiteatro Arena,49
407907,04CB29C27B3F80,vrcard2-24,12/7/2015,16:35:00,Anfiteatro Arena,49
407908,0451C7BA7B3F80,vrcard2-24,10/8/2015,11:23:00,Anfiteatro Arena,49
407909,04E1A5C27B3F80,vrcard2-24,12/7/2015,16:35:00,Anfiteatro Arena,49
407910,047F6EBA7B3F80,vrcard2-24,11/14/2015,11:42:00,Anfiteatro Arena,49
407911,0457DEBA7B3F80,vrcard2-24,10/8/2015,11:22:00,Anfiteatro Arena,49
407912,04695ABA7B3F80,vrcard2-24,10/8/2015,11:21:00,Anfiteatro Arena,49
407913,047F89BA7B3F80,vrcard2-24,11/14/2015,11:42:00,Anfiteatro Arena,49
407914,046953BA7B3F80,vrcard2-24,10/8/2015,11:21:00,Anfiteatro Arena,49
407915,04695FBA7B3F80,vrcard2-24,10/8/2015,11:21:00,Anfiteatro Arena,49
407916,0476C5BA7B3F80,vrcard2-24,12/30/2015,10:41:00,Anfiteatro Arena,49
407917,045A0EBA7B3F84,vrcard2-24,12/29/2015,11:22:00,Anfiteatro Arena,49
407918,0457F1BA7B3F80,vrcard2-24,12/29/2015,11:22:00,Anfiteatro Arena,49
407919,043898BA7B3F80,vrcard2-24,9/24/2015,11:55:00,Anfiteatro Arena,49
407920,04402CBA7B3F80,vrcard2-24,9/24/2015,11:55:00,Anfiteatro Arena,49
407921,04B127C27B3F84,vrcard2-24,9/24/2015,11:55:00,Anfiteatro Arena,49
407922,04AD0FC27B3F80,vrcard2-24,9/24/2015,11:55:00,Anfiteatro Arena,49
407923,04BBC8C27B3F80,vrcard2-24,9/24/2015,11:55:00,Anfiteatro Arena,49
407924,04AD0AC27B3F80,vrcard2-24,9/24/2015,11:55:00,Anfiteatro Arena,49
407925,041DA6BA7B3F80,vrcard2-24,9/24/2015,11:55:00,Anfiteatro Arena,49
407926,041CCEBA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407927,041C8DBA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407928,04E1BFC27B3F80,vrcard2-24,12/7/2015,16:35:00,Anfiteatro Arena,49
407929,0423EEBA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407930,04EDA6BA7B3F80,vrcard2-24,12/7/2015,16:34:00,Anfiteatro Arena,49
407931,0438F8BA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407932,0422A9BA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407933,042290BA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407934,041B99BA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407935,041C87BA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407936,042266BA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407937,04228BBA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407938,0421C6BA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407939,0420C5BA7B3F80,vrcard2-24,9/24/2015,11:54:00,Anfiteatro Arena,49
407940,04D08AC27B3F80,vrcard2-24,9/24/2015,10:04:00,Anfiteatro Arena,49
407941,04B82DC27B3F80,vrcard2-24,9/24/2015,10:04:00,Anfiteatro Arena,49
407942,04B840C27B3F80,vrcard2-24,9/24/2015,10:03:00,Anfiteatro Arena,49
407943,0469A7BA7B3F80,vrcard2-24,10/8/2015,11:21:00,Anfiteatro Arena,49
407944,0450E6BA7B3F80,vrcard2-24,10/8/2015,11:21:00,Anfiteatro Arena,49
407945,04EA30BA7B3F80,vrcard2-24,12/7/2015,16:33:00,Anfiteatro Arena,49
407946,047FC9BA7B3F80,vrcard2-24,11/14/2015,11:41:00,Anfiteatro Arena,49
407947,04E997BA7B3F80,vrcard2-24,12/7/2015,16:33:00,Anfiteatro Arena,49
407948,04EA5ABA7B3F80,vrcard2-24,12/7/2015,16:33:00,Anfiteatro Arena,49
407949,04BB0BC27B3F84,vrcard2-24,10/8/2015,11:09:00,Anfiteatro Arena,49
407950,04BBF2C27B3F80,vrcard2-24,10/8/2015,11:09:00,Anfiteatro Arena,49
407951,049191BA7B3F80,vrcard2-48,9/24/2015,10:00:00,Anfiteatro Arena,49
407952,04919DBA7B3F80,vrcard2-48,9/24/2015,10:00:00,Anfiteatro Arena,49
407953,042953BA7B3F80,vrcard2-24,9/24/2015,10:00:00,Anfiteatro Arena,49
407954,042A7BBA7B3F80,vrcard2-24,9/24/2015,10:00:00,Anfiteatro Arena,49
407955,0457FDBA7B3F80,vrcard2-24,10/8/2015,11:09:00,Anfiteatro Arena,49
407956,044B13BA7B3F84,vrcard2-24,10/8/2015,11:09:00,Anfiteatro Arena,49
407957,0452DABA7B3F80,vrcard2-24,10/8/2015,11:08:00,Anfiteatro Arena,49
407958,04EDFFBA7B3F80,vrcard2-24,12/7/2015,16:33:00,Anfiteatro Arena,49
407959,04FCF6C27B3F80,vrcard2-24,10/8/2015,11:07:00,Anfiteatro Arena,49
407960,04F666C27B3F80,vrcard2-24,10/8/2015,11:07:00,Anfiteatro Arena,49
407961,04FBCEC27B3F80,vrcard2-24,10/8/2015,11:07:00,Anfiteatro Arena,49
407962,045115BA7B3F84,vrcard2-24,10/8/2015,11:05:00,Anfiteatro Arena,49
407963,0454E8BA7B3F80,vrcard2-24,10/8/2015,11:05:00,Anfiteatro Arena,49
407964,042BC6BA7B3F80,vrcard2-24,9/24/2015,9:37:00,Anfiteatro Arena,49
407965,042BE4BA7B3F80,vrcard2-24,9/24/2015,9:37:00,Anfiteatro Arena,49
407966,04CB15BA7B3F80,vrcard2-48,10/8/2015,11:04:00,Anfiteatro Arena,49
407967,04EB23BA7B3F80,vrcard2-24,12/7/2015,16:33:00,Anfiteatro Arena,49
407968,04CB10BA7B3F80,vrcard2-48,10/8/2015,11:04:00,Anfiteatro Arena,49
407969,04FB55C27B3F80,vrcard2-24,10/8/2015,11:03:00,Anfiteatro Arena,49
407970,04C68DC27B3F80,vrcard2-24,9/24/2015,9:29:00,Anfiteatro Arena,49
407971,0423B4BA7B3F80,vrcard2-24,9/24/2015,9:28:00,Anfiteatro Arena,49
407972,042390BA7B3F80,vrcard2-24,9/24/2015,9:28:00,Anfiteatro Arena,49
407973,04FBD4C27B3F80,vrcard2-24,10/8/2015,11:03:00,Anfiteatro Arena,49
407974,0438C2BA7B3F80,vrcard2-24,12/7/2015,16:32:00,Anfiteatro Arena,49
407975,0412BEC27B3F81,vrcard2-24,9/24/2015,9:26:00,Anfiteatro Arena,49
407976,0412BDC27B3F81,vrcard2-24,9/24/2015,9:26:00,Anfiteatro Arena,49
407977,041066C27B3F81,vrcard2-24,9/24/2015,9:26:00,Anfiteatro Arena,49
407978,0407A0C27B3F81,vrcard2-24,9/24/2015,9:26:00,Anfiteatro Arena,49
407979,041169BA7B3F80,vrcard2-24,9/24/2015,9:25:00,Anfiteatro Arena,49
